product_id,product_name,category,description,price,image_url,image_path,lost_item_description
405,SG Cricket Helmet (Used),Sports Equipment,Yellow Adjustable cricket helmet with mesh visor and chin strap,24.67,,images\product_405.jpg,"Has anyone seen a Yellow Cricket Helmet? I lost it at the basketball court, it was a little dusty but in good condition"
406,Gear Campus 8 Backpack 24L (New Edition),Bags,Teal Blue and grey school backpack with padded straps,19.64,,images\product_406.jpg,"I think I dropped my Teal Backpack 24L in the common room, it's has my initials written somewhere on it"
407,Anker USB-C to USB-C Cable 6ft (Campus Edition),Accessories,"Charcoal Braided USB-C charging cable, 6 feet, 100W PD",17.70,,images\product_407.jpg,"I lost my Charcoal Cable 6ft somewhere in the seminar hall, I think it was has a crack on one side"
408,Skybags Brat Daypack 22L (Used),Bags,Maroon Compact daypack with organizer pocket and key hook,26.61,,images\product_408.jpg,"Somebody please help me find my Maroon Daypack 22L, I left it in the computer lab, fairly common looking but mine has a tiny mark"
409,Ray-Ban Wayfarer Classic Sunglasses - Student,Clothing,Royal blue Sunglasses with green G-15 lenses and thick frame,168.60,,images\product_409.jpg,"Missing my Royal blue Classic Sunglasses since yesterday, probably in the garden area, it's kind of scratched up from daily use"
410,Decathlon Kipsta 20L Sports Bag (Slim),Bags,Teal Compact sports bag with shoe compartment and ventilation window,11.21,,images\product_410.jpg,"Has anyone seen a Teal Sports Bag? I lost it in the auditorium, it was a bit faded but still works great"
411,Atomic Habits by James Clear (New Edition),Books,Grey White cover paperback with bold orange and black title text,14.63,,images\product_411.jpg,"Left my Grey Atomic Habits in the seminar hall and someone might have taken it, it's got it as a birthday gift"
412,Nike Mercurial Football Boots (Used),Sports Equipment,Mint green Lightweight football boots with ACC technology,141.93,,images\product_412.jpg,"Can't find my Mint green Football Boots, I last had it in the cafeteria, it's medium-sized, nothing fancy"
413,Titan Raga Women's Watch (Like New),Accessories,Brown Gold-toned analog watch with bracelet style strap,82.82,,images\product_413.jpg,"Has anyone seen a Brown Women's Watch? I lost it in the chemistry lab, it was a bit faded but still works great"
414,SanDisk 128GB USB Flash Drive (Pro),Electronics,Brown USB 3.0 flash drive with retractable connector,12.67,,images\product_414.jpg,"Somebody please help me find my Brown Flash Drive, I left it in the hostel lobby, pretty new, bought it last month"
415,Nalgene Wide Mouth 32oz Bottle (XL),Accessories,Maroon Translucent BPA-free water bottle with loop-top cap,13.04,,images\product_415.jpg,"Has anyone seen a Maroon 32oz Bottle? I lost it in the garden area, it was a bit faded but still works great"
416,Rich Dad Poor Dad by Robert Kiyosaki (XL),Books,Navy blue Purple paperback personal finance book with gold lettering,14.43,,images\product_416.jpg,"Somebody please help me find my Navy blue Poor Dad, I left it in the dance studio, got it as a birthday gift"
417,Puma Phase Backpack II (Compact),Bags,Yellow Backpack with Puma cat logo and padded handle,22.05,,images\product_417.jpg,"Left my Yellow Backpack II in the common room and someone might have taken it, it's kind of scratched up from daily use"
418,U.S. Polo Assn. Polo T-Shirt (Like New),Clothing,Purple Cotton polo t-shirt with embroidered logo,19.78,,images\product_418.jpg,"Missing my Purple Polo T-Shirt since yesterday, probably at the basketball court, it's got it as a birthday gift"
419,Adidas Finale UEFA Champions League Ball v2,Sports Equipment,Royal blue Official replica match ball with stars design,27.44,,images\product_419.jpg,"Has anyone seen a Royal blue League Ball? I lost it in the computer lab, it was got it as a birthday gift"
420,Classmate Pulse Notebook 6-Subject (Used),Stationery,Grey Single line ruled 300-page spiral notebook with soft cover,5.01,,images\product_420.jpg,"I lost my Grey Notebook 6-Subject somewhere by the vending machine, I think it was has a small sticker on it"
421,Calculus Early Transcendentals 8th Ed (New Edition),Books,"Black James Stewart calculus textbook, hard cover, blue and white",106.51,,images\product_421.jpg,"Missing my Black 8th Ed since yesterday, probably in the seminar hall, it's the everyday-use kind"
422,Nivia Storm Football Size 5 (XL),Sports Equipment,"Light blue Machine stitched football, regulation size 5",15.17,,images\product_422.jpg,"Missing my Light blue Size 5 since yesterday, probably at the sports complex, it's kind of scratched up from daily use"
423,Fjallraven Kanken Classic (Used),Bags,Navy blue Rectangular backpack with top handles and reflective logo,85.75,,images\product_423.jpg,"Left my Navy blue Kanken Classic near the main gate and someone might have taken it, it's has a small sticker on it"
424,Puma Essential Logo Tee (Campus Edition),Clothing,Silver Cotton round neck t-shirt with large Puma logo on chest,25.50,,images\product_424.jpg,"Can't find my Silver Logo Tee, I last had it in the dance studio, it's slightly worn out but important to me"
425,The Art of War by Sun Tzu (Slim),Books,"Teal Small paperback, classic military strategy text",8.37,,images\product_425.jpg,"I think I dropped my Teal of War by the vending machine, it's a bit faded but still works great"
426,Apple AirPods Pro 2nd Gen (Renewed),Electronics,Grey Wireless earbuds with active noise cancellation and MagSafe charging case,245.42,,images\product_426.jpg,"Missing my Grey 2nd Gen since yesterday, probably near the dormitory entrance, it's slightly worn out but important to me"
427,Wilson NCAA Official Basketball (Slim),Sports Equipment,"Dark green Composite leather indoor/outdoor basketball, size 7",35.11,,images\product_427.jpg,"Missing my Dark green Official Basketball since yesterday, probably at the bus stop, it's has a crack on one side"
428,Oakley Holbrook Sunglasses (Used),Accessories,Beige Sport sunglasses with Prizm grey polarized lenses,230.78,,images\product_428.jpg,"Left my Beige Holbrook Sunglasses in the garden area and someone might have taken it, it's kind of scratched up from daily use"
429,SG Cricket Helmet (Slim),Sports Equipment,Orange Adjustable cricket helmet with mesh visor and chin strap,35.15,,images\product_429.jpg,"Can't find my Orange Cricket Helmet, I last had it in the auditorium, it's kind of scratched up from daily use"
430,Philips SHB1505 Bluetooth Earphones (New Edition),Accessories,White Neckband style wireless earphones with inline mic,25.52,,images\product_430.jpg,"Has anyone seen a White Bluetooth Earphones? I lost it in the computer lab, it was the standard one everyone uses"
431,Tile Mate Bluetooth Tracker v2,Accessories,"Maroon Small square Bluetooth item finder, attaches to keys",25.95,,images\product_431.jpg,"I think I dropped my Maroon Bluetooth Tracker in the garden area, it's pretty new, bought it last month"
432,Speedo Vanquisher 2.0 Swim Goggles (Limited),Sports Equipment,Beige Clear lens swim goggles with anti-fog coating,19.25,,images\product_432.jpg,"I lost my Beige Swim Goggles somewhere in the hostel lobby, I think it was the one with a keychain attached"
433,Texas Instruments TI-84 Plus CE (XL),Stationery,Yellow Graphing calculator with color display and rechargeable battery,105.71,,images\product_433.jpg,"Missing my Yellow Plus CE since yesterday, probably in the reading room, it's fairly common looking but mine has a tiny mark"
434,Nivia Storm Football Size 5 (Renewed),Sports Equipment,"Royal blue Machine stitched football, regulation size 5",15.18,,images\product_434.jpg,"Has anyone seen a Royal blue Size 5? I lost it in the chemistry lab, it was a bit faded but still works great"
435,Moleskine Classic Notebook Large (XL),Books,"Purple Hardcover ruled notebook, 5x8.25 inches, elastic band closure",21.37,,images\product_435.jpg,"Can't find my Purple Notebook Large, I last had it in the washroom, it's slightly worn out but important to me"
436,Classmate Pulse Notebook 6-Subject - Student,Stationery,Grey Single line ruled 300-page spiral notebook with soft cover,5.62,,images\product_436.jpg,"My Grey Notebook 6-Subject went missing at the bus stop, it's the one that's has my initials written somewhere on it"
437,Manduka PRO Yoga Mat (Limited),Sports Equipment,Maroon 6mm thick professional yoga mat with dense cushioning,84.37,,images\product_437.jpg,"Can't find my Maroon Yoga Mat, I last had it in the art room, it's the one with a keychain attached"
438,New Balance 574 Sneakers v2,Clothing,Olive Classic retro sneakers with suede and mesh upper,63.94,,images\product_438.jpg,"Can't find my Olive 574 Sneakers, I last had it at the cricket ground, it's has my initials written somewhere on it"
439,Rich Dad Poor Dad by Robert Kiyosaki (Limited),Books,Light blue Purple paperback personal finance book with gold lettering,8.58,,images\product_439.jpg,"Missing my Light blue Poor Dad since yesterday, probably in the seminar hall, it's the everyday-use kind"
440,U.S. Polo Assn. Polo T-Shirt (Mini),Clothing,Grey Cotton polo t-shirt with embroidered logo,23.27,,images\product_440.jpg,"Has anyone seen a Grey Polo T-Shirt? I lost it in the reading room, it was a little dusty but in good condition"
441,H&M Denim Jacket (Bundle),Clothing,Maroon Light wash blue denim jacket with button closure and chest pockets,40.50,,images\product_441.jpg,"Left my Maroon Denim Jacket at the cricket ground and someone might have taken it, it's pretty new, bought it last month"
442,Psychology 101 Textbook - Student,Books,"Grey Introduction to Psychology, 4th edition, purple cover with brain illustration",83.59,,images\product_442.jpg,"I think I dropped my Grey 101 Textbook in the computer lab, it's slightly worn out but important to me"
443,Texas Instruments TI-84 Plus CE (Bundle),Stationery,Olive Graphing calculator with color display and rechargeable battery,126.26,,images\product_443.jpg,"Somebody please help me find my Olive Plus CE, I left it in the auditorium, a bit faded but still works great"
444,Organic Chemistry by Klein (Campus Edition),Books,Red 3rd edition textbook with green cover and molecular diagrams,144.60,,images\product_444.jpg,"Missing my Red Organic Chemistry since yesterday, probably at the sports complex, it's kind of scratched up from daily use"
445,Crocs Classic Clogs (Campus Edition),Clothing,Orange Rubber clogs with ventilation holes and pivoting heel strap,46.27,,images\product_445.jpg,"Left my Orange Classic Clogs at the basketball court and someone might have taken it, it's fairly common looking but mine has a tiny mark"
446,Camlin Kokuyo Geometry Box (Bundle),Stationery,"Olive Plastic geometry set with compass, set squares, protractor",5.18,,images\product_446.jpg,"Left my Olive Geometry Box in the lecture hall and someone might have taken it, it's the standard one everyone uses"
447,VIP Highlander Laptop Backpack (Pack of 2),Bags,Black Water-resistant laptop backpack with USB charging port,49.50,,images\product_447.jpg,"Left my Black Laptop Backpack in the hostel lobby and someone might have taken it, it's has a crack on one side"
448,Texas Instruments TI-84 Plus CE (Slim),Stationery,Charcoal Graphing calculator with color display and rechargeable battery,104.04,,images\product_448.jpg,"My Charcoal Plus CE went missing in the washroom, it's the one that's has a crack on one side"
449,Ray-Ban Wayfarer Classic Sunglasses (Pack of 2),Clothing,Charcoal Sunglasses with green G-15 lenses and thick frame,210.99,,images\product_449.jpg,"Can't find my Charcoal Classic Sunglasses, I last had it in the dance studio, it's slightly worn out but important to me"
450,The Art of War by Sun Tzu (Renewed),Books,"Maroon Small paperback, classic military strategy text",5.05,,images\product_450.jpg,"Missing my Maroon of War since yesterday, probably in the seminar hall, it's the everyday-use kind"
451,U.S. Polo Assn. Polo T-Shirt (Limited),Clothing,Mint green Cotton polo t-shirt with embroidered logo,29.02,,images\product_451.jpg,"Can't find my Mint green Polo T-Shirt, I last had it near the ATM, it's the standard one everyone uses"
452,Decathlon Artengo Table Tennis Bat (Bundle),Sports Equipment,Dark green 3-star table tennis paddle with flared grip,18.06,,images\product_452.jpg,"I lost my Dark green Tennis Bat somewhere near the ATM, I think it was a little dusty but in good condition"
453,Nivia Heavy Tennis Ball Pack of 6 (New Edition),Sports Equipment,Yellow Heavy-weight cricket practice tennis balls,4.55,,images\product_453.jpg,"Can't find my Yellow of 6, I last had it in the dance studio, it's slightly worn out but important to me"
454,Lenovo ThinkPad USB-C Dock (Limited),Electronics,"Navy blue Docking station with HDMI, USB-A, USB-C, and Ethernet ports",107.88,,images\product_454.jpg,"Can't find my Navy blue USB-C Dock, I last had it at the sports complex, it's slightly worn out but important to me"
455,Manduka PRO Yoga Mat (XL),Sports Equipment,Olive 6mm thick professional yoga mat with dense cushioning,98.89,,images\product_455.jpg,"Somebody please help me find my Olive Yoga Mat, I left it at the sports complex, the one with a keychain attached"
456,Atomic Habits by James Clear (Campus Edition),Books,Orange White cover paperback with bold orange and black title text,12.58,,images\product_456.jpg,"Somebody please help me find my Orange Atomic Habits, I left it in the lecture hall, has a crack on one side"
457,JBL Flip 6 Portable Speaker (Slim),Electronics,"Black Bluetooth speaker, waterproof IP67, 12 hours playtime",153.34,,images\product_457.jpg,"Can't find my Black Portable Speaker, I last had it in the mechanical workshop, it's the one with a keychain attached"
458,Cosco Cricket Bat Kashmir Willow (Campus Edition),Sports Equipment,Beige Full size cricket bat with cane handle and rubber grip,22.79,,images\product_458.jpg,"My Beige Kashmir Willow went missing in the computer lab, it's the one that's the everyday-use kind"
459,Engineering Mechanics by R.S. Khurmi (Slim),Books,"Maroon Hardcover engineering mechanics textbook, 800 pages",13.13,,images\product_459.jpg,"My Maroon Engineering Mechanics went missing near the ATM, it's the one that's has a small sticker on it"
460,Calculus Early Transcendentals 8th Ed (Bundle),Books,"Mint green James Stewart calculus textbook, hard cover, blue and white",143.66,,images\product_460.jpg,"Somebody please help me find my Mint green 8th Ed, I left it at the food court, a bit faded but still works great"
461,SanDisk 128GB USB Flash Drive (Bundle),Electronics,Brown USB 3.0 flash drive with retractable connector,11.41,,images\product_461.jpg,"Can't find my Brown Flash Drive, I last had it in the auditorium, it's fairly common looking but mine has a tiny mark"
462,Kangaro Desk Punch DP-480 (Pack of 2),Stationery,Dark green 2-hole paper punch with 12-sheet capacity,6.14,,images\product_462.jpg,"Left my Dark green Punch DP-480 in the laundry room and someone might have taken it, it's the one with a keychain attached"
463,Adidas Finale UEFA Champions League Ball (Bundle),Sports Equipment,Beige Official replica match ball with stars design,32.74,,images\product_463.jpg,"Missing my Beige League Ball since yesterday, probably near the ATM, it's the one with a keychain attached"
464,Amazon Kindle Paperwhite 11th Gen (Mini),Electronics,"Olive 6.8 inch e-reader with warm light and 8GB storage, waterproof",154.57,,images\product_464.jpg,"My Olive 11th Gen went missing in the mechanical workshop, it's the one that's has a crack on one side"
465,Parker Vector Standard Fountain Pen (Campus Edition),Stationery,Mint green Matte fountain pen with stainless steel nib,6.93,,images\product_465.jpg,"My Mint green Fountain Pen went missing at the basketball court, it's the one that's pretty new, bought it last month"
466,Adidas Ultraboost 22 Running Shoes (Renewed),Clothing,Dark green Running shoes with Boost midsole,177.28,,images\product_466.jpg,"My Dark green Running Shoes went missing in the laundry room, it's the one that's got it as a birthday gift"
467,Tile Mate Bluetooth Tracker (Pack of 2),Accessories,"Purple Small square Bluetooth item finder, attaches to keys",27.02,,images\product_467.jpg,"My Purple Bluetooth Tracker went missing near the dormitory entrance, it's the one that's slightly worn out but important to me"
468,TaylorMade RBZ SpeedLite Golf Club Set v2,Sports Equipment,Light blue 11-piece golf club set with stand bag,487.35,,images\product_468.jpg,"I think I dropped my Light blue Club Set in the computer lab, it's has a crack on one side"
469,Adidas Finale UEFA Champions League Ball (Pack of 2),Sports Equipment,Charcoal Official replica match ball with stars design,28.01,,images\product_469.jpg,"Somebody please help me find my Charcoal League Ball, I left it by the vending machine, medium-sized, nothing fancy"
470,Hydro Flask 32oz Water Bottle (Used),Accessories,Teal Insulated stainless steel water bottle with straw lid,45.96,,images\product_470.jpg,"I think I dropped my Teal Water Bottle at the sports complex, it's kind of scratched up from daily use"
471,Lululemon Everywhere Belt Bag (Renewed),Bags,Purple Pale pink 1L belt bag with adjustable strap,38.25,,images\product_471.jpg,"Somebody please help me find my Purple Belt Bag, I left it in the hostel lobby, fairly common looking but mine has a tiny mark"
472,Oakley Holbrook Sunglasses (Renewed),Accessories,Silver Sport sunglasses with Prizm grey polarized lenses,222.00,,images\product_472.jpg,"Has anyone seen a Silver Holbrook Sunglasses? I lost it at the cricket ground, it was the everyday-use kind"
473,Realme 10000mAh Power Bank 2i (Compact),Electronics,Light blue Slim power bank with dual output ports and LED indicator,19.16,,images\product_473.jpg,"Can't find my Light blue Bank 2i, I last had it in the student center, it's slightly worn out but important to me"
474,Champion Reverse Weave Hoodie (Used),Clothing,Royal blue Oxford grey pullover hoodie with embroidered C logo on sleeve,77.12,,images\product_474.jpg,"Left my Royal blue Weave Hoodie in the mechanical workshop and someone might have taken it, it's pretty new, bought it last month"
475,Casio A168WA Classic Digital Watch (Bundle),Accessories,Mint green Retro digital watch with stainless steel band,22.72,,images\product_475.jpg,"My Mint green Digital Watch went missing near the ATM, it's the one that's slightly worn out but important to me"
476,Vera Bradley Lunch Bag (Bundle),Bags,White Floral print insulated lunch bag with zip closure and ID window,34.79,,images\product_476.jpg,"I think I dropped my White Lunch Bag at the basketball court, it's the one with a keychain attached"
477,Luxor WhiteBoard Markers Set of 4 (Compact),Stationery,"White 4 whiteboard markers in red, blue, green, black",5.48,,images\product_477.jpg,"My White of 4 went missing in the auditorium, it's the one that's medium-sized, nothing fancy"
478,Adidas Alliance II Sackpack (Pack of 2),Bags,Yellow Drawstring bag with Adidas logo and front zip pocket,14.14,,images\product_478.jpg,"Missing my Yellow II Sackpack since yesterday, probably near the admin block, it's a bit faded but still works great"
479,Nivia Storm Football Size 5 (Slim),Sports Equipment,"Charcoal Machine stitched football, regulation size 5",14.12,,images\product_479.jpg,"Can't find my Charcoal Size 5, I last had it near the dormitory entrance, it's has a crack on one side"
480,Texas Instruments TI-84 Plus CE (Mini),Stationery,Royal blue Graphing calculator with color display and rechargeable battery,87.08,,images\product_480.jpg,"Has anyone seen a Royal blue Plus CE? I lost it near the ATM, it was the one I use for college"
481,Rain Umbrella Compact Folding (Pack of 2),Accessories,Brown Automatic open/close compact umbrella with windproof frame,12.91,,images\product_481.jpg,"Left my Brown Compact Folding in the common room and someone might have taken it, it's medium-sized, nothing fancy"
482,Parker Vector Standard Fountain Pen (Bundle),Stationery,Yellow Matte fountain pen with stainless steel nib,10.89,,images\product_482.jpg,"My Yellow Fountain Pen went missing in the seminar hall, it's the one that's a little dusty but in good condition"
483,Cello Butterflow Ball Pen Pack of 10 (New Edition),Stationery,White Smooth writing ball pens with comfortable grip,1.94,,images\product_483.jpg,"Somebody please help me find my White of 10, I left it in the cafeteria, pretty new, bought it last month"
484,Post-it Super Sticky Notes 3x3 (Used),Stationery,Royal blue Pack of 12 pads in bright neon colors,24.64,,images\product_484.jpg,"Missing my Royal blue Notes 3x3 since yesterday, probably at the canteen, it's kind of scratched up from daily use"
485,Skybags Brat Daypack 22L (Limited),Bags,Dark green Compact daypack with organizer pocket and key hook,24.04,,images\product_485.jpg,"I think I dropped my Dark green Daypack 22L in the mechanical workshop, it's the standard one everyone uses"
486,Champion Reverse Weave Hoodie (New Edition),Clothing,Olive Oxford grey pullover hoodie with embroidered C logo on sleeve,60.96,,images\product_486.jpg,"My Olive Weave Hoodie went missing in the washroom, it's the one that's the standard one everyone uses"
487,Nike Dri-FIT Track Pants (New Edition),Clothing,Charcoal Slim-fit joggers with elastic waistband and zip pockets,45.54,,images\product_487.jpg,"Can't find my Charcoal Track Pants, I last had it near the ATM, it's pretty new, bought it last month"
488,Anker PowerCore 20000mAh Power Bank (New Edition),Electronics,Purple Portable charger with dual USB ports and fast charging,32.42,,images\product_488.jpg,"Somebody please help me find my Purple Power Bank, I left it near the parking lot, the everyday-use kind"
489,Adidas Ultraboost 22 Running Shoes (Limited),Clothing,Charcoal Running shoes with Boost midsole,159.10,,images\product_489.jpg,"Somebody please help me find my Charcoal Running Shoes, I left it by the vending machine, has a small sticker on it"
490,JBL Flip 6 Portable Speaker v2,Electronics,"Navy blue Bluetooth speaker, waterproof IP67, 12 hours playtime",120.81,,images\product_490.jpg,"I think I dropped my Navy blue Portable Speaker in the art room, it's the one with a keychain attached"
491,Zebra Sarasa Clip Gel Pen Set (Bundle),Stationery,Red 10-pack retractable gel pens with rubber grip,14.16,,images\product_491.jpg,"I lost my Red Pen Set somewhere at the bus stop, I think it was the everyday-use kind"
492,Atomic Habits by James Clear (Pro),Books,Brown White cover paperback with bold orange and black title text,16.09,,images\product_492.jpg,"My Brown Atomic Habits went missing near the ATM, it's the one that's got it as a birthday gift"
493,Kookaburra Kahuna Cricket Gloves v2,Sports Equipment,Brown Batting gloves with reinforced finger protection,40.30,,images\product_493.jpg,"Can't find my Brown Cricket Gloves, I last had it at the bus stop, it's the standard one everyone uses"
494,Rain Umbrella Compact Folding (Used),Accessories,Olive Automatic open/close compact umbrella with windproof frame,12.98,,images\product_494.jpg,"My Olive Compact Folding went missing in the common room, it's the one that's the one with a keychain attached"
495,Casio FX-991EX Scientific Calculator (XL),Electronics,Light blue Scientific calculator with natural textbook display and 552 functions,31.61,,images\product_495.jpg,"I think I dropped my Light blue Scientific Calculator in the reading room, it's a little dusty but in good condition"
496,Bose SoundLink Micro Speaker (Compact),Electronics,"Brown Small rugged Bluetooth speaker with built-in strap, waterproof",92.57,,images\product_496.jpg,"Left my Brown Micro Speaker near the main gate and someone might have taken it, it's a little dusty but in good condition"
497,Yonex Nanoray 10F Badminton Racket (Used),Sports Equipment,Teal Lightweight badminton racket with isometric head,34.98,,images\product_497.jpg,"Can't find my Teal Badminton Racket, I last had it in the chemistry lab, it's slightly worn out but important to me"
498,Fossil Grant Chronograph Watch (Pro),Accessories,Beige Brown leather strap analog watch with Roman numerals,88.98,,images\product_498.jpg,"Has anyone seen a Beige Chronograph Watch? I lost it at the food court, it was kind of scratched up from daily use"
499,The Art of War by Sun Tzu (XL),Books,"Charcoal Small paperback, classic military strategy text",6.87,,images\product_499.jpg,"My Charcoal of War went missing in the laundry room, it's the one that's the everyday-use kind"
500,Texas Instruments TI-84 Plus CE (Like New),Stationery,Black Graphing calculator with color display and rechargeable battery,97.87,,images\product_500.jpg,"I lost my Black Plus CE somewhere at the basketball court, I think it was pretty new, bought it last month"
501,iPhone 15 Pro Max 256GB,Smartphones,"Black 6.7 inch Super Retina XDR display, A17 Pro chip, titanium design",134900,,images\product_0501.jpg,"I think I dropped my Max 256GB in the auditorium, pretty new bought last month"
502,iPhone 15 128GB,Smartphones,"Green 6.1 inch display, A16 Bionic chip, Dynamic Island, 48MP camera",79900,,images\product_502.jpg,"I think I dropped my 15 128GB in the auditorium, pretty new bought last month"
503,iPhone 14 128GB,Smartphones,"Black 6.1 inch OLED display, A15 Bionic chip, dual camera system",59900,,images\product_503.jpg,"Has anyone seen my 14 128GB? I lost it near the dormitory, common looking but it's mine"
504,Samsung Galaxy S24 Ultra,Smartphones,"Red 6.8 inch QHD+ AMOLED, Snapdragon 8 Gen 3, S Pen, 200MP camera",129999,,images\product_504.jpg,"Can't find my S24 Ultra, I last had it in the hostel lobby, it's kinda scratched but works fine"
505,Samsung Galaxy S24 Plus,Smartphones,"Grey 6.7 inch FHD+ AMOLED, Snapdragon 8 Gen 3, 50MP triple camera",99999,,images\product_505.jpg,"My S24 Plus went missing in the hostel lobby, common looking but it's mine"
506,Samsung Galaxy S23 FE,Smartphones,"Purple 6.4 inch FHD+ AMOLED, Exynos 2200, 50MP camera",39999,,images\product_506.jpg,"I lost my S23 FE somewhere near the parking lot, it's has a small sticker on it"
507,Samsung Galaxy A55 5G,Smartphones,"Green 6.6 inch Super AMOLED, Exynos 1480, 50MP triple camera",29999,,images\product_0507.jpg,"Has anyone seen my A55 5G? I lost it in the drawing hall, pretty new bought last month"
508,Samsung Galaxy M34 5G,Smartphones,"Green 6.5 inch sAMOLED, Exynos 1280, 50MP triple camera, 6000mAh",18999,,images\product_0508.jpg,"My M34 5G went missing at the bus stop, kinda scratched but works fine"
509,OnePlus 12 256GB,Smartphones,"Purple 6.82 inch 2K LTPO AMOLED, Snapdragon 8 Gen 3, 50MP Hasselblad",64999,,images\product_509.jpg,"I lost my 12 256GB somewhere at the canteen, it's pretty new bought last month"
510,OnePlus 12R 128GB,Smartphones,"White 6.78 inch LTPO AMOLED, Snapdragon 8 Gen 2, 50MP camera",39999,,images\product_510.jpg,"Can't find my 12R 128GB, I last had it by the vending machine, it's has a small sticker on it"
511,OnePlus Nord CE4,Smartphones,"Teal 6.7 inch AMOLED, Snapdragon 7 Gen 3, 50MP camera, 100W charge",24999,,images\product_511.jpg,"Left my Nord CE4 near the library and can't find it now, has my name tag on it"
512,Realme GT 6T,Smartphones,"Space Grey 6.78 inch AMOLED, Snapdragon 7+ Gen 3, 50MP camera",29999,,images\product_512.jpg,"Left my GT 6T near the main gate and can't find it now, has my name tag on it"
513,Realme Narzo 70 Pro 5G,Smartphones,"Black 6.7 inch AMOLED, Dimensity 7050, 50MP camera",15999,,images\product_513.jpg,"My Pro 5G went missing in the drawing hall, has my name tag on it"
514,Realme 12 Pro Plus,Smartphones,"Rose Gold 6.7 inch curved AMOLED, Snapdragon 7s Gen 2, 64MP periscope",23999,,images\product_514.jpg,"Can't find my Pro Plus, I last had it at the workshop, it's I got it as a birthday gift"
515,Xiaomi 14 256GB,Smartphones,"Space Grey 6.36 inch AMOLED, Snapdragon 8 Gen 3, Leica optics, 50MP",69999,,images\product_515.jpg,"Has anyone seen my 14 256GB? I lost it in the washroom, common looking but it's mine"
516,Redmi Note 13 Pro Plus,Smartphones,"Teal 6.67 inch AMOLED, Dimensity 7200, 200MP camera, 120W charge",29999,,images\product_516.jpg,"Left my Pro Plus in the hostel lobby and can't find it now, kinda scratched but works fine"
517,Redmi Note 13 5G,Smartphones,"Teal 6.67 inch AMOLED, Dimensity 6080, 108MP camera",17999,,images\product_517.jpg,"Left my 13 5G in the washroom and can't find it now, common looking but it's mine"
518,Redmi 13C,Smartphones,"Navy 6.74 inch HD+ display, Helio G85, 50MP camera, 5000mAh",8999,,images\product_518.jpg,"I think I dropped my Redmi 13C at the basketball court, standard one everyone uses"
519,POCO X6 Pro,Smartphones,"Navy 6.67 inch AMOLED, Dimensity 8300 Ultra, 64MP camera, 67W",22999,,images\product_519.jpg,"Has anyone seen my X6 Pro? I lost it near the ATM, I got it as a birthday gift"
520,POCO M6 5G,Smartphones,"Navy 6.74 inch HD+, Snapdragon 4 Gen 2, 50MP camera",9499,,images\product_0520.jpg,"Has anyone seen my M6 5G? I lost it in the common room, slightly dusty but good condition"
521,Vivo V30 Pro,Smartphones,"Black 6.78 inch AMOLED, Dimensity 8200, 50MP Zeiss camera",39999,,images\product_0521.jpg,"Missing my V30 Pro since yesterday, probably near the admin block, still in good shape though"
522,Vivo T3 5G,Smartphones,"Grey 6.67 inch AMOLED, Dimensity 7200, 50MP camera",19999,,images\product_522.jpg,"Left my T3 5G in the garden area and can't find it now, pretty new bought last month"
523,iQOO Z9 5G,Smartphones,"Navy 6.67 inch AMOLED, Dimensity 7200, 50MP camera, 44W",14999,,images\product_523.jpg,"My Z9 5G went missing in the auditorium, has a small sticker on it"
524,Motorola Edge 50 Pro,Smartphones,"Red 6.7 inch pOLED, Snapdragon 7 Gen 3, 50MP camera, 125W",31999,,images\product_524.jpg,"I lost my 50 Pro somewhere at the basketball court, it's the one I use for college daily"
525,Nothing Phone 2a,Smartphones,"Purple 6.7 inch AMOLED, Dimensity 7200, Glyph interface",23999,,images\product_525.jpg,"Has anyone seen my Phone 2a? I lost it at the canteen, the one I use for college daily"
526,iPhone 15 Pro Max 256GB (Like New),Smartphones,"Teal 6.7 inch Super Retina XDR display, A17 Pro chip, titanium design",134900,,images\product_526.jpg,"Can't find my Max 256GB, I last had it in the hostel lobby, it's kinda scratched but works fine"
527,iPhone 15 128GB (Like New),Smartphones,"Space Grey 6.1 inch display, A16 Bionic chip, Dynamic Island, 48MP camera",79900,,images\product_527.jpg,"My 15 128GB went missing at the bus stop, standard one everyone uses"
528,iPhone 14 128GB (Like New),Smartphones,"Black 6.1 inch OLED display, A15 Bionic chip, dual camera system",59900,,images\product_528.jpg,"Left my 14 128GB in the laundry room and can't find it now, a bit worn out"
529,Samsung Galaxy S24 Ultra (Like New),Smartphones,"Rose Gold 6.8 inch QHD+ AMOLED, Snapdragon 8 Gen 3, S Pen, 200MP camera",129999,,images\product_529.jpg,"I think I dropped my S24 Ultra in the seminar hall, has a crack on the corner"
530,Samsung Galaxy S24 Plus (Like New),Smartphones,"Black 6.7 inch FHD+ AMOLED, Snapdragon 8 Gen 3, 50MP triple camera",99999,,images\product_530.jpg,"Left my S24 Plus in the washroom and can't find it now, has my name tag on it"
531,Samsung Galaxy S23 FE (Like New),Smartphones,"Teal 6.4 inch FHD+ AMOLED, Exynos 2200, 50MP camera",39999,,images\product_531.jpg,"Can't find my S23 FE, I last had it in the washroom, it's has a crack on the corner"
